-8.879797400903978177e-01,4.202024814152740539e-01
-1.071267432924937424e+00,4.965772567922348002e-01
-1.438084064032422393e+00,6.109040584543580232e-01
-1.945630339026330535e+00,7.504851386925903700e-01
-2.392000301262591222e+00,8.774155435024354466e-01
-2.731251404813374695e+00,9.918129535855542134e-01
-3.211232152250580896e+00,1.131464642244782048e+00
-3.813565525203086004e+00,1.296417681760785534e+00
-4.486263720098802033e+00,1.473997860564843165e+00
-5.195715951736787908e+00,1.651483894807573849e+00
-6.009143790518931993e+00,1.854318352187742214e+00
-6.831760138486647094e+00,2.057129273427579452e+00
-7.602388682882279980e+00,2.247265983098697184e+00
-8.311840914520264079e+00,2.424752017341427646e+00
-9.091657968101465315e+00,2.614865190872213585e+00
-9.721556868610672808e+00,2.779747621967221249e+00
-1.032389024156317703e+01,2.944700661483224291e+00
-1.060510828389762850e+01,3.033631967727243861e+00
-1.062324405683036055e+01,3.072007644538378823e+00
-1.028665371394409966e+01,3.021640304228149443e+00
-9.855276273099246254e+00,2.945901004640149701e+00
-9.335156991940042559e+00,2.857581638044757621e+00
-8.974144373038406286e+00,2.794469477744813357e+00
-8.637554030152147178e+00,2.744102137434584421e+00
-8.310152196451449313e+00,2.693711260984021028e+00
-8.190701577039076753e+00,2.694017230808336105e+00
-7.927378062198954467e+00,2.681884350467250488e+00
-7.807927442786580130e+00,2.682190320291565122e+00
-7.783263921332800983e+00,2.707868249393649673e+00
-7.721846363136751101e+00,2.733640323057061394e+00
-7.694039590141646734e+00,2.772133680569856207e+00
-7.868138773790615659e+00,2.848531992087147913e+00
-7.923028583465619334e+00,2.886813524336956593e+00
-8.127595300774217435e+00,2.988748548114342540e+00
-9.198060151313841359e+00,3.229346742657017710e+00
-9.834245554905686859e+00,3.368598316930603076e+00
-1.054079578044075483e+01,3.520477030492245696e+00
-1.131142432483639126e+01,3.710613740163363872e+00
-1.212485216361853624e+01,3.913448197543532459e+00
-1.283430439525652034e+01,4.090934231786262920e+00
-1.339698172536382970e+01,4.230374095182503957e+00
-1.415842176057390134e+01,4.420534340993953926e+00
-1.433904869274392091e+01,4.432879046598026562e+00
-1.451363036726970002e+01,4.432431859931721618e+00
-1.466064651423877407e+01,4.432055281686411163e+00
-1.478928564283671498e+01,4.431725775721765181e+00
-1.497910108419229758e+01,4.444046945185505137e+00
-1.548688860462461392e+01,4.545205276331939714e+00
-1.618425032097411176e+01,4.697107526033913238e+00
-1.679601344855058187e+01,4.823614280317784164e+00
-1.726704693224062481e+01,4.924866756025545911e+00
-1.767690410317302252e+01,5.013468556304919943e+00
-1.821830240880627727e+01,5.127348171300735835e+00
-1.897974244401635247e+01,5.317508417112187580e+00
-1.975037098841198002e+01,5.507645126783303979e+00
-2.035584761290580857e+01,5.659782737888597204e+00
-2.095213572821406345e+01,5.811943885134220444e+00
